ticker,date,day_of_week,month,current_quarter,days_from_month_end,open,high,low,close,volume,rsi,macd,daily_pct_change,rolling_avg_10d,sma_ratio_20,atr,ret_1d,ret_5d,perf_vs_sp_ret_5d,sp_ret_1d,sp_ret_5d,return_volatility_5day,bollinger_upper,bollinger_lower,bollinger_position,mom_20d,mom_63d,sharp_20d,vol_z_60d,rv_20d,semivol_20d,idio_vol_20d,dd_60d,beta_sp_60d,future_1d_ret,future_2d_ret,future_5d_ret,future_10d_ret,future_20d_ret,earning_date,earning_date_actual,market_cap,quarter_ending,reported_eps,estimated_eps,surprise_percent,revenue_million,days_since_earnings,days_since_earnings_trading,earnings_date_2d,earnings_date_5d,earnings_date_trading_2d,earnings_date_trading_5d,cpi_event_1d,cpi_event_2d,cpi_event_5d,cpi_days_since_release,trade_event_1d,trade_event_2d,trade_event_5d,trade_days_since_release,unemp_event_1d,unemp_event_2d,unemp_event_5d,unemp_days_since_release,gdp_event_1d,gdp_event_2d,gdp_event_5d,gdp_days_since_release,dsr_event_1d,dsr_event_2d,dsr_event_5d,dsr_days_since_release,fomc_event_1d,fomc_event_2d,fomc_event_5d,fomc_days_since_release,cpi_raw,cpi_mom,cpi_yoy,exports_raw,exports_mom,exports_yoy,imports_raw,imports_mom,imports_yoy,trade_balance_raw,trade_balance_mom,trade_balance_yoy,unemp_rate,gdp,debt_service_ratio,interest_rate_daily
AMD,2023-01-12,Thursday,1,Q1,19,70.0699996948242,71.6500015258789,67.1800003051758,70.8000030517578,70066200,59.2612078951394,0.79269969735611,2.51955626220195,65.9709999084473,1.07916963554235,2.99640616991252,2.5195562622019496,13.58896353582828,0.0899166252668466,0.0034159058663651,0.0459730100914361,1.5483922453474372,70.24463659127166,60.96736330191682,1.0598631131329728,-1.1863202456654287,22.385488192242285,-0.1119351331516329,0.0786835487756075,0.4564538366196496,0.0002838051659574,0.0166633223018789,-8.798137889099872,1.9676654487983407,0.28248155313777,1.115809678080515,-1.0310781433158,6.497172705993104,15.08474554353938,0,2022-11-01,285847687380.0,2022-09-30 00:00:00,0.67,0.7,-4.2857,5565,72,49,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
AMZN,2023-01-12,Thursday,1,Q1,19,96.9300003051758,97.1900024414062,93.5,95.2699966430664,85254800,62.2926707046202,1.6619948809224,0.18929468094222,87.5930000305176,1.09846646750689,3.37370168013784,0.1892946809422202,14.617412770699168,0.1002011176155555,0.0034159058663651,0.0459730100914361,2.1315186340501637,94.21062861272696,79.24937123468516,1.0708074196955026,3.0057290988281693,-15.615593130679772,1.1032487667148203,0.0369419388239635,0.4106326139135549,0.0001719125099513,0.0146312942985697,-21.00331853361517,1.6582782744633162,2.9915043601747016,0.8187324826028242,2.0783073650687545,7.316050662641005,2.456181431444881,0,2022-10-27,2468820501335.0,2022-09-30 00:00:00,0.17,0.22,-22.7273,127101,77,52,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
AVGO,2023-01-12,Thursday,1,Q1,19,55.2326501992221,56.1461767871187,55.0570477538395,55.8419876098633,19514000,63.1531611947578,0.0687304815159944,0.657275975183746,54.5620021820068,1.03739831233511,1.64009576480417,0.6572828513185636,4.850268675069702,0.0025298268587077,0.0034159058663651,0.0459730100914361,3.0029758938040514,56.29368320912018,51.36407512217864,0.9083716643203016,2.7590989016743617,36.28343885417456,1.2418627379779468,-0.481942488196226,0.313182140334357,6.711087536675915e-05,0.0113733897693993,-1.102939562011604,1.363002827136516,-0.5052039318125368,-0.463956939178034,-1.9177187393667583,1.5551441482656525,1.9435066488061812,0,2022-12-08,1438133286539.0,2022-10-31 00:00:00,1.045,1.028,1.6537,8930,35,23,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
CDW,2023-01-12,Thursday,1,Q1,19,185.20750817596,187.846539293005,183.645434719213,187.633087158203,686200,65.4893645044419,1.29805542392666,1.47444538922441,178.007427978516,1.06229637428375,3.94321072700609,1.4744286415718788,8.609442672667033,0.0401216084914561,0.0034159058663651,0.0459730100914361,0.9506720536071802,186.38527977706613,166.87411658523857,1.0639535105554163,0.2124499812683256,27.136246363502718,0.2291686562418964,0.4063043234220297,0.2804232506746021,0.0001200666620716,0.0053128607034438,0.0,1.1075320859471174,0.7549572967494811,2.187290238813233,2.776780673743784,-0.0517129687082507,6.334346665721147,0,2022-11-02,21735113951.0,2022-09-30 00:00:00,2.6,2.52,3.1746,6216,71,48,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
CTSH,2023-01-12,Thursday,1,Q1,19,59.4620681406253,64.4427360442161,59.3855878468761,62.2344131469727,11756000,74.7507588619456,0.847067396960262,5.85364764879153,56.9726913452148,1.12698971869872,1.76117005561449,5.853641540231669,13.07971686777929,0.0848241404544896,0.0034159058663651,0.0459730100914361,2.2981186312789195,60.33021824568559,50.11340052872848,1.1863777278449543,10.003366643073864,15.237363790971848,3.874663589949544,3.796115847129572,0.3234168261244648,7.567311476869747e-05,0.0079294641962241,0.0,1.1445818727167325,-1.5975358174900478,-3.28723574839761,-3.625170830928504,0.9370324675611164,2.488492357905692,0,2022-11-02,34236555184.0,2022-09-30 00:00:00,1.17,1.16,0.8621,4857,71,48,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
GOOGL,2023-01-12,Thursday,1,Q1,19,90.9346352016704,91.3223095668339,89.2149454510414,90.5867156982422,30258100,51.6559146811051,0.562979325676616,-0.426141938626301,88.1224983215332,1.02385202258961,2.69723625939304,-0.4261419743638917,5.719252048495194,0.0112195103935157,0.0034159058663651,0.0459730100914361,1.473417101202429,92.55939975779448,84.3933483501157,0.7584277161062404,-4.705646769702943,-6.590834567944748,-1.8777063301039527,-0.1914205823399502,0.3001746256587256,0.0001391572613478,0.0113117343278413,-12.777575924709476,1.4616708021859055,1.0863796925239644,0.175577621909051,7.560643425827918,9.042049606594782,3.774838860135965,0,2022-10-25,2461129000000.0,2022-09-30 00:00:00,1.06,1.25,-15.2,69092,79,54,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
LRCX,2023-01-12,Thursday,1,Q1,19,45.7133440489679,46.2521902237552,44.0997255671569,45.7182083129883,14299000,62.4019790068654,0.543044686230736,1.23626503581564,42.6541805267334,1.08092324591147,1.71530387610813,1.2362651402440417,12.703206140810352,0.0810591453554898,0.0034159058663651,0.0459730100914361,2.420228371797909,46.52415938319323,38.06687760411146,0.9047028459078116,-1.2396675486471609,45.624067579708495,-0.0692202082273965,-0.292660557838948,0.5038342915495541,0.0004428096415086,0.0164352871801104,-5.795929577134876,1.7917343488428588,0.7722812476819607,0.2021234813933903,0.5233733227543391,2.731695847215198,7.437675186130255,0,2022-10-19,125144604480.0,2022-09-30 00:00:00,10.42,9.54,9.2243,5074,85,58,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
MRVL,2023-01-12,Thursday,1,Q1,19,37.992313618111,39.755250812764,37.0613212566026,38.9332084655762,14713100,53.2750684312299,0.377124190948896,2.31653392189619,36.5066909790039,1.04770347904381,1.93760036374645,2.316533921896191,13.350659683705434,0.0875332535608113,0.0034159058663651,0.0459730100914361,1.534893026051796,40.75636248188486,33.56468167705069,0.7464912492941591,-9.50461968487083,3.671755867865501,-2.287773451824013,0.7883233902946493,0.4969957056469219,0.0003832440372954,0.0124550651277787,-15.359993246120045,2.257030427905225,3.459663905150112,4.375439136587533,0.4324371672764115,12.56676027402026,13.329911199245714,0,2022-12-01,66165228000.0,2022-10-31 00:00:00,0.57,0.59,-3.3898,1537,42,28,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
MSFT,2023-01-12,Thursday,1,Q1,19,230.57500522432,235.122603237113,228.908862172485,233.760284423828,27269500,50.9955000074035,-0.167704273902471,1.16215162706708,228.065969848633,1.00361673997808,6.65671516382161,1.1621451004112604,7.287124721736293,0.0268983822934152,0.0034159058663651,0.0459730100914361,0.9123540011771392,249.29829297162152,216.5374507417574,0.5257130767167104,-7.1656610232184725,5.950021633022051,-2.864799137153028,-0.2376251727379341,0.3103290406558219,0.0001821545802712,0.0139674018337129,-7.273933746706483,1.4562948865278993,0.3018725156190838,0.7714635888716348,0.7169586477865808,4.045950733277492,10.30984133383186,0,2022-10-25,3843690334581.0,2022-09-30 00:00:00,2.35,2.3,2.1739,50122,79,54,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
MU,2023-01-12,Thursday,1,Q1,19,57.3360334110164,57.464302994679,55.6784090328312,56.5072212219238,14888100,61.4933045789551,0.927343045224356,-1.36066480371223,53.819994354248,1.08531210107619,1.97870044115314,-1.3606713720635155,4.679214626879369,0.000819284124675,0.0034159058663651,0.0459730100914361,2.040775407795663,58.07180515687111,46.05901950438377,0.869756775804676,3.910807060533661,8.815779865954031,1.336050638966618,-0.2680116988308071,0.4255893221031567,0.0001657243865597,0.0180802667787331,-9.03275410120969,1.3772882204765855,-0.5936868144928331,-0.7333746528140894,2.077866721249255,11.524334422082072,4.452586975965556,0,2022-12-21,138267906229.0,2022-11-30 00:00:00,-0.04,-0.01,-300.0,4085,22,14,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
NVDA,2023-01-12,Thursday,1,Q1,19,16.0856998406943,16.6222216098263,15.4782391313088,16.4963340759277,551409000,58.5010973254309,0.138538529755747,3.1872900443664,15.1319486618042,1.06456289771765,0.759931059401015,3.1872900443663976,15.744800782942182,0.111475286463077,0.0034159058663651,0.0459730100914361,1.832317024252787,17.596662797205074,13.395088015325449,0.7381151643372408,-8.637694595024847,43.6106254026104,-1.7665632706830945,0.6509774877945249,0.5581604903565754,0.0005011280927161,0.0229488533569171,-8.637694595024845,2.1570062523723106,2.3499594742872665,7.213391869189234,8.04314572028817,23.34201273467047,28.79293499814426,0,2022-11-16,4441044000000.0,2022-10-31 00:00:00,0.058,0.071,-18.3099,5931,57,38,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
TXN,2023-01-12,Thursday,1,Q1,19,165.561891185878,166.897659243602,163.046961002755,164.097152709961,4324900,60.9162957966573,1.45372269700526,-0.4137162249508,158.154347229004,1.05133314633553,4.15549731713668,-0.4136977812464248,6.709405580878358,0.0211208406096687,0.0034159058663651,0.0459730100914361,2.0904652967357813,166.5813411584258,145.5883197912812,0.8816659877099551,0.3549474563545374,18.475916361239552,0.2897340527158792,-0.6053261637442633,0.3119583764816288,8.380291303517224e-05,0.0097589657663425,-1.2911497180205016,1.198768769506939,0.4940176791155881,-1.5326096952550272,-2.879916267685645,-1.6224065768846607,-0.6103714514912206,0,2022-10-25,176672626052.0,2022-09-30 00:00:00,2.47,2.39,3.3473,5241,79,54,0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,6,0,0,0,77,0,0,0,21,0,0,0,29,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
AAPL,2023-01-13,Friday,1,Q1,18,130.193849996578,133.043657998584,129.829000422754,132.885879516602,57809700,51.1663698319703,1.13767378648309,1.01191593267396,128.048115539551,1.02892217580461,3.95589493568887,1.0119160500442703,3.965439593154185,0.0129511708832903,0.0039968583635343,0.0267029194983055,0.8338001362736484,135.83238324259537,122.46873522664292,0.7795123770645895,-5.900459746194686,-5.599322563462527,-2.0308393996328302,-1.061462488360022,0.3482306022492789,0.0002067248322403,0.0081518582656853,-13.32763532990365,1.59865660515934,0.8756422233674233,0.3339607441110281,4.712114447809612,6.114614078069014,14.340263328804582,0,2022-10-27,3426497647100.0,2022-09-30 00:00:00,1.29,1.27,1.5748,90146,78,53,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
ADI,2023-01-13,Friday,1,Q1,18,160.198456593945,162.044318372439,159.165533450939,161.61393737793,1891200,55.9961782277555,0.328014364050588,0.183795083285254,158.893930053711,1.02250985404001,4.09192233889559,0.1837950659003384,2.090371513754219,-0.0057991059571993,0.0039968583635343,0.0267029194983055,0.747382728027659,163.514250295432,152.59799640866956,0.8259203497440057,-1.57269473195496,18.901744785077177,-0.5469245531745458,-1.2438267841290462,0.2912343495257639,0.0001260536489673,0.0095075333188158,-3.7096163905984,1.39017367256393,-1.2250069206230063,-1.7635125872253463,0.4024158167109437,-0.0295896759788805,6.787771589605729,0,2022-11-22,114906269784.0,2022-10-31 00:00:00,2.73,2.59,5.4054,3248,52,35,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
ADSK,2023-01-13,Friday,1,Q1,18,197.059997558594,201.039993286133,197.059997558594,200.589996337891,961000,57.7323301971759,2.19475331129664,0.315057812998032,191.561999511719,1.05479584254873,6.61975609056229,0.3150578129980319,7.158498702770633,0.0448820675294008,0.0039968583635343,0.0267029194983055,1.562760830532402,201.0225340977349,179.31646278947213,0.9800729596018776,0.2649199169072469,3.476909993376976,0.2574957243956285,-0.7019361429067281,0.3313070674268755,0.0001187342206135,0.0094205213502694,-13.650454712564947,1.7954402674156529,0.054838532509005,-1.2812164675952142,5.334262497426945,4.2524547260712975,11.670573851886212,0,2022-11-22,61986170000.0,2022-10-31 00:00:00,1.7,1.7,0.0,1280,52,35,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
AMD,2023-01-13,Friday,1,Q1,18,69.8399963378906,71.0999984741211,69.2300033569336,71.0,45757400,59.6581918739931,0.914808198809803,0.28248155313777,66.5889999389648,1.08051347330588,2.91594823757502,0.28248155313777,11.006880888521486,0.0833658893869093,0.0039968583635343,0.0267029194983055,1.859264065695935,70.7365326520491,60.68246721062177,1.026205056003046,3.003046112954655,20.461489063940963,1.0661279988099683,-0.9735141414679817,0.434117527742901,0.0002515994667604,0.0171659181437738,-8.540509452518442,2.001250008574027,0.8309807575924255,-0.661973550286088,7.788730675066025,2.0422492228763245,17.084503173828125,0,2022-11-01,285847687380.0,2022-09-30 00:00:00,0.67,0.7,-4.2857,5565,73,50,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
AMZN,2023-01-13,Friday,1,Q1,18,94.1800003051758,98.370002746582,94.120002746582,98.120002746582,85549400,66.143136090041,1.93659843806195,2.9915043601747,88.9870002746582,1.12707769370617,3.43629441727085,2.9915043601747016,13.986989613636048,0.1131669766380549,0.0039968583635343,0.0267029194983055,2.094487189964134,95.88136983485612,78.23263010410872,1.1268437829487508,7.141298083387504,-12.80547070917233,2.2721566618831743,0.0359072502134373,0.4198342093175981,0.0001765516838144,0.0146689743720049,-18.640129363154944,1.6044658419882398,-2.109661268732821,-2.7109698202714694,-0.6115023305342526,2.47655955682331,1.4472055943707929,0,2022-10-27,2468820501335.0,2022-09-30 00:00:00,0.17,0.22,-22.7273,127101,78,53,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
AVGO,2023-01-13,Friday,1,Q1,18,55.3823512569457,55.8410326971895,55.336290935629,55.5598754882812,19647000,61.4479411882901,0.0442952707670845,-0.505197135089441,54.7653381347656,1.03130129499557,1.55906725833489,-0.5052039318125368,-1.6025713997913416,-0.0427285670199949,0.0039968583635343,0.0267029194983055,1.055298636751904,56.43287396556904,51.31425394885967,0.8294465159675943,1.634824011676983,33.30388656195733,0.7980964004853563,-0.4652025242500082,0.3135628294092084,6.521290892057475e-05,0.0109821247184022,-1.6025713997913378,1.4007110218631378,0.0414564321597588,-0.8134743428764191,0.4542287483260798,0.4231329912456782,3.820383931327598,0,2022-12-08,1438133286539.0,2022-10-31 00:00:00,1.045,1.028,1.6537,8930,36,24,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
CDW,2023-01-13,Friday,1,Q1,18,186.294167792024,189.486238108359,186.284470805478,189.04963684082,713700,66.9433519206168,1.5740017089601,0.754957296749481,179.461807250977,1.06948791726346,3.89025048242573,0.7549572967494811,6.347562785502769,0.0367727083567221,0.0039968583635343,0.0267029194983055,0.7110096250871649,187.1503681938002,166.38263504106305,1.091452862623564,1.4685289714883698,23.796186421540774,0.788345042250832,0.528042244387845,0.2808632820669145,0.0001223475224725,0.0054921216640298,0.0,1.102098527351852,1.4216004656179448,1.6628197440796244,2.6276565013583664,-0.4208382914740238,8.391066766955424,0,2022-11-02,21735113951.0,2022-09-30 00:00:00,2.6,2.52,3.1746,6216,72,49,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
CTSH,2023-01-13,Friday,1,Q1,18,61.5556681610782,62.234414370936,60.9056002385498,61.2401924133301,5249500,69.0209947655022,0.873019279137963,-1.59754175120865,57.6351867675781,1.10341735705389,1.73028748966961,-1.5975358174900478,7.213374861414823,0.0454308958998577,0.0039968583635343,0.0267029194983055,2.764177137162357,61.27565131074705,49.72530465238772,0.9969297274650564,10.01201831981724,9.164479466841405,3.878477375061381,0.4068221320438408,0.323350209696481,7.558347160331732e-05,0.0135801653573616,-1.5975358174900467,1.1682101798474969,-1.7171317252519525,-4.792376210215831,0.280981114192147,1.888861093372096,5.885105459485218,0,2022-11-02,34236555184.0,2022-09-30 00:00:00,1.17,1.16,0.8621,4857,72,49,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
GOOGL,2023-01-13,Friday,1,Q1,18,90.3083830815479,91.6403984215685,89.592674252153,91.5708160400391,26329200,54.17690565704,0.702046115277535,1.08636275662655,88.4873115539551,1.03669274770008,2.65084253868036,1.0863796925239644,5.472882127459888,0.0280258090902074,0.0039968583635343,0.0267029194983055,1.46936585473565,91.63876643009944,85.02074132136539,0.9897336804334286,-3.102966586734335,-7.005849028871847,-1.163573223671462,-0.4960805129722915,0.3033511785720807,0.0001426029216217,0.0108503431592324,-11.830009222228377,1.4584555259721657,-0.9010136413880264,-1.0855438479613788,8.326096568752961,5.232307849840678,2.702990934041272,0,2022-10-25,2461129000000.0,2022-09-30 00:00:00,1.06,1.25,-15.2,69092,80,55,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
LRCX,2023-01-13,Friday,1,Q1,18,44.9653829351711,46.1831335428248,44.9653829351711,46.0712814331055,12025000,63.4758725266691,0.592609498612711,0.772281183243306,43.1702663421631,1.08859134001442,1.67976435693281,0.7722812476819607,6.378166688745646,0.0370786480722424,0.0039968583635343,0.0267029194983055,0.3041300578985526,46.64157678069551,38.00227469025176,0.9339878202756524,1.159658556986054,39.58379274492589,0.5316317615971778,-0.5305550533889235,0.5008765822324686,0.0004470962467403,0.0162654689756567,-5.068409206705991,1.8908469800098184,-0.5657882894277155,-1.4313784635302418,3.612228518786753,1.0471372389329492,7.73113447705942,0,2022-10-19,125144604480.0,2022-09-30 00:00:00,10.42,9.54,9.2243,5074,86,59,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
MRVL,2023-01-13,Friday,1,Q1,18,38.2795285028401,40.3693002826955,38.1507735378762,40.2801628112793,11871700,57.5531569628094,0.555966435268094,3.4596541070949,36.8999095916748,1.08671655953819,1.95766653382308,3.459663905150112,12.659268577110726,0.0998897662728017,0.0039968583635343,0.0267029194983055,1.3947350005574977,40.173023265027325,33.9588416641719,1.017241749248926,-4.485900929577824,4.106215274361258,-0.8827420452871211,0.0484998270291057,0.5120983948546756,0.0003941861797658,0.0130080988020388,-12.431733483139434,2.3255352889643603,0.885151948953733,-0.4425807096822831,5.114324905551593,3.245632909450369,12.121964875382664,0,2022-12-01,66165228000.0,2022-10-31 00:00:00,0.57,0.59,-3.3898,1537,43,29,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
MSFT,2023-01-13,Friday,1,Q1,18,232.280339927276,234.603138540973,230.241759621931,234.465927124023,21333300,51.7010002217393,0.371315351527075,0.301865948672408,227.891513061523,1.01047092272728,6.4927625749088,0.3018725156190838,6.357541864639837,0.0368724947476351,0.0039968583635343,0.0267029194983055,1.0449523816937258,245.7514249222268,218.32114282679663,0.5885746629316446,-6.994019237873039,2.418116605270737,-2.7856859637053764,-0.6829323442008753,0.3107697658915289,0.0001821545802712,0.0139078344800599,-6.994019237873039,1.450306913351207,0.4681777732309378,-1.4295887051103515,1.40034223704113,1.454670122097168,13.413885421266937,0,2022-10-25,3843690334581.0,2022-09-30 00:00:00,2.35,2.3,2.1739,50122,80,55,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
MU,2023-01-13,Friday,1,Q1,18,55.9744083627297,56.2112134405834,55.3725323969118,56.171745300293,12520600,59.9791827556363,0.82462174351024,-0.593686814492833,54.4509761810303,1.0763557956085,1.91841389714306,-0.5936868144928331,0.281822624591177,-0.0238844885603852,0.0039968583635343,0.0267029194983055,1.3404698234615282,58.42985454263686,45.94408268270493,0.8191454026490436,4.523813934927001,4.009384734930177,1.515952627602556,-0.6451351687056143,0.4235397032713662,0.0001655135625957,0.0183717634782367,-9.572814645618084,1.4149898998577923,-0.1405220994974199,-0.7377410223614267,8.589498220927204,8.396270147420527,5.603376442079866,0,2022-12-21,138267906229.0,2022-11-30 00:00:00,-0.04,-0.01,-300.0,4085,23,15,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
NVDA,2023-01-13,Friday,1,Q1,18,16.2635424958631,16.9069715304232,16.1506438940201,16.8839912414551,447287000,61.1436146294507,0.201802853840527,2.34995947428727,15.3613448143005,1.09230876499689,0.75967367204402,2.3499594742872665,13.729051536289738,0.110587540445298,0.0039968583635343,0.0267029194983055,1.7152675012687213,17.41374167276617,13.50057803319696,0.8646234913474223,-4.384968907012244,41.33213524535657,-0.7339449696329553,-0.221593000865746,0.5619476658423536,0.0005119509766724,0.0234211418184289,-6.490717443233357,2.1591586042480144,4.751767777811167,2.828580059317165,13.574784847031315,13.391325016035792,28.93071160498659,0,2022-11-16,4441044000000.0,2022-10-31 00:00:00,0.058,0.071,-18.3099,5931,58,39,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
TXN,2023-01-13,Friday,1,Q1,18,163.120679214808,164.999964676283,162.337635406105,164.907836914062,3736700,61.9911719314403,1.43394101968028,0.494026977746786,159.443139648437,1.05553335678399,4.0488424566396,0.4940176791155881,2.197984049684143,-0.004722982359997,0.0039968583635343,0.0267029194983055,0.5546338860486717,167.14894486569293,145.31458510256877,0.8973579608134652,1.814352005768538,16.908951442117704,0.8766892534122299,-0.8836521940368481,0.3101273410604558,8.585437061533219e-05,0.0096915919755738,-0.8035105467757925,1.2259465456188716,-2.0166646942525235,-2.9328055714423096,-0.4692433396786821,-2.5954996202138925,-0.5813517202427732,0,2022-10-25,176672626052.0,2022-09-30 00:00:00,2.47,2.39,3.3473,5241,80,55,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,7,0,0,0,78,0,0,0,22,0,0,0,30,298.808,0.03348,6.41083,256225,-1.32706,10.55809,319022,-4.61124,2.51976,-62798,-16.01514,-20.93421,3.5,22066.784,10.598597,4.33
